BiGG_ID,CF_CD,MF_CD,Healthy
112724_AT1,11.71847771,15.35791886,19.47252285
11282_AT1,19.17835891,6.200142842,27.40006535
11283_AT1,15.34436791,19.1662063,10.99762386
11285_AT1,16.3252718,41.33247145,2.507763831
113_AT1,3.72523247,32.2123554,22.27342572
113026_AT1,39.44490473,15.64486185,26.99456023
11309_AT1,81.61211515,45.47123551,12.45161441
113189_AT1,12.98927543,22.71297582,10.79041861
11320_AT1,29.60311355,26.71208803,2.329021594
113235_AT1,27.96475089,13.29422865,15.17573568
113278_AT1,11.44028597,11.87412355,17.76996237
11332_AT1,16.27873931,21.52316667,11.7253411
11343_AT1,20.18095375,25.80368478,4.950593351
113451_AT1,13.66528827,21.32841593,15.62036761
113452_AT1,12.81933545,5.73013379,1.154180256
113612_AT1,14.60342502,32.32894072,63.52129537
113675_AT1,3.023181078,7.073493106,2.679347844
114_AT1,8.513249018,10.64249461,14.57730501
114112_AT1,16.49507781,13.47576223,7.837869732
114134_AT1,9.971129616,11.33336121,16.77133363
114571_AT1,19.91736581,14.53741353,13.12900406
114805_AT1,12.47134873,15.00871713,3.871238228
114971_AT1,0.51521976,15.54776008,6.700188395
115_AT1,8.3553339,19.10454944,16.5717374
115019_AT1,17.76347088,23.09469522,11.53979822
115111_AT1,5.246936064,21.02793123,23.16682061
1152_AT1,9.448412005,0.118041688,32.92058944
115286_AT1,4.063567464,5.262706334,6.580364369
1155_AT1,11.02496456,1.610751443,76.2604652
115584_AT1,14.18071246,10.73513742,8.83574929
1158_AT1,21.63347028,18.389963,10.58115771
1159_AT1,10.78633945,17.53098573,8.655707268
1160_AT1,34.23767645,4.151157719,2.686510109
116085_AT1,13.46705132,13.05014592,16.75815421
116255_AT1,12.65294494,8.98204145,28.57733944
116285_AT1,14.67347508,10.67892246,10.47508384
116369_AT1,21.08046285,14.73371822,19.6150553
117247_AT1,10.20088245,15.65954391,6.948376667
117248_AT1,10.17364865,2.543925019,64.8946296
117283_AT1,25.10471351,18.42732904,6.701929315
1178_AT1,12.94273376,2.565011313,1.996901368
118881_AT1,22.04143479,9.108276118,12.32361721
119548_AT1,8.344839702,4.983089546,9.082437807
1200_AT1,81.71496714,53.92135984,3.556039641
120103_AT1,7.736868004,26.94307811,6.112006336
1208_AT1,9.960148818,14.74874521,11.71691712
121214_AT1,7.851296118,11.77698033,11.07067001
121278_AT1,25.55555863,18.07378267,24.94195703
1215_AT1,34.49535286,4.997872058,61.79969763
122481_AT1,12.2289407,15.98215165,13.56000446
122618_AT1,1.696620972,16.83960551,17.69849894
122970_AT1,3.210244569,67.87272046,15.94766896
123041_AT1,7.681037357,23.89255665,26.11461762
123096_AT1,20.41070362,47.11059274,32.07317819
123099_AT1,26.08164665,13.34067512,9.823481204
123264_AT1,39.8998279,2.288981754,24.63624668
123688_AT1,17.57764522,14.18704516,21.70582098
123745_AT1,16.68602327,9.306639816,11.99600411
123876_AT1,15.41112228,15.1085668,8.319090047
124_AT1,5.217445463,53.64469138,11.45453343
1244_AT1,27.8603432,23.68537997,29.44750053
124583_AT1,15.84415205,12.12707497,8.564851895
124637_AT1,51.90593147,1.10052681,26.88940583
124872_AT1,12.98345012,21.57690526,12.16646989
124935_AT1,18.60146375,8.718364714,9.282138246
124975_AT1,25.21058556,7.778182289,14.9234889
125_AT1,131.9460505,214.0610459,636.0860954
125061_AT1,20.9866946,21.78304735,24.05824129
125206_AT1,15.43036133,16.02121378,5.873157843
125965_AT1,17.27230191,14.05640399,26.2103394
125981_AT1,12.39264244,19.11084125,5.186436197
126_AT1,7.745425086,4.549578386,8.446159068
126129_AT1,7.907571564,13.67299406,3.948205736
126328_AT1,16.5196338,0.210826127,25.19768806
126410_AT1,18.65782085,14.63603288,2.249129332
1267_AT1,5.855526124,24.92803927,4.099620515
126792_AT1,3.883344215,15.76336493,1.548701682
127_AT1,26.84715838,2.917323755,2.378046195
127124_AT1,20.27355831,17.42420735,13.98116103
128_AT1,2.690275725,130.1019813,12.29405736
128869_AT1,0.993533832,2.247886653,1.746217552
129607_AT1,23.82895524,1.506641657,28.10533396
129642_AT1,4.573752702,18.16054338,12.23154346
129807_AT1,12.1315123,14.71805758,8.671152364
13_AT1,10.91053302,19.56165857,71.45356585
130_AT1,30.86767156,9.743854072,8.701564145
130013_AT1,15.40123933,16.2217035,8.606461417
130367_AT1,6.686826393,19.89817609,3.855614615
130752_AT1,10.00082517,21.86581511,20.59921346
131_AT1,15.87947569,30.82363711,18.1522761
1312_AT1,2.915696919,39.23798844,9.977454198
131669_AT1,25.02361052,8.652151679,12.78392314
132_AT1,5.493597074,40.49573892,9.622466903
132158_AT1,0.219954133,13.82467206,16.73301905
1327_AT1,255.194054,123.6141816,24.54474404
132789_AT1,1.410795096,40.21598993,2.189244675
1329_AT1,59.95409734,210.9973673,210.5202741
133121_AT1,10.3497688,19.82709077,13.41406436
1337_AT1,119.1959135,207.5454384,121.3095302
1339_AT1,16.00854197,16.59560949,12.09137895
1340_AT1,0.580752147,24.66953908,0.574116836
1345_AT1,0.26319694,109.1822052,47.13343556
134526_AT1,17.49492833,7.728370807,8.881326739
1346_AT1,137.4060718,63.33257926,353.3142576
1347_AT1,11.97295684,149.4206248,234.5592156
1349_AT1,0.602804132,2.761534941,0
1350_AT1,282.3266134,268.4463947,152.7571153
1351_AT1,66.75260048,93.60489817,26.88861359
135152_AT1,5.284607713,21.31580753,21.08027991
1356_AT1,0.802370653,3.991525151,17.77010958
1357_AT1,22.95265791,11.91720454,10.34672242
1358_AT1,27.30051303,20.6145344,7.170162066
1371_AT1,10.84046924,31.27205512,28.49883942
1373_AT1,33.99386942,0.325547903,21.91325049
1374_AT1,1.18573754,8.735885811,1.837352171
1375_AT1,8.314961521,58.77303429,11.41115446
1376_AT1,15.42164078,34.28491819,14.0421092
137872_AT1,0.454838156,26.1239515,13.52762584
137902_AT1,3.215807103,10.23455108,3.553804614
137964_AT1,2.847776985,17.50220633,32.78561672
1384_AT1,5.785130805,7.252388887,6.745814307
138429_AT1,13.74085565,15.68627772,9.146366841
138639_AT1,15.53857892,28.45064517,24.78094053
139596_AT1,7.561108476,17.71959957,9.068154567
140679_AT1,16.35141406,10.38313775,3.887002427
140687_AT1,17.46286259,12.49220162,15.96416103
140838_AT1,11.94132988,11.31218636,16.09426982
142680_AT1,9.177002139,15.32679067,21.90734441
1431_AT1,9.645312166,19.53567595,27.54529917
144193_AT1,24.64712755,7.757680071,10.62608645
144195_AT1,24.7910886,18.25292177,15.17187533
145173_AT1,24.36443848,5.133017392,12.21566202
145226_AT1,15.59862887,21.82539313,17.06778789
145553_AT1,7.437895139,20.00691688,98.00625839
146664_AT1,9.538940115,14.85992076,28.54704231
146712_AT1,4.002382141,22.13126649,6.188633932
1468_AT1,13.63882367,11.06822341,5.760081174
146802_AT1,17.8614948,12.67082763,25.50310754
1487_AT1,6.722504794,44.45400396,28.965892
148789_AT1,17.28202729,11.103264,12.84621101
1491_AT1,8.79092319,59.27800825,11.71818174
15_AT1,11.78171024,6.57902544,14.4922591
1503_AT1,3.62654528,5.116223701,42.43728627
151531_AT1,8.923044905,24.82890646,19.96493885
152586_AT1,15.21020562,11.59756684,12.43020816
153201_AT1,31.35289764,11.44002479,11.32543339
1537_AT1,0.018437487,154.4222857,10.41167126
154091_AT1,15.29978914,10.00193279,6.324353123
154141_AT1,14.46691367,8.753819636,40.53996743
1543_AT1,13.26558148,17.66568159,12.4166247
1544_AT1,14.1562653,16.90602509,13.54465591
1545_AT1,17.70445822,0.06613616,59.35133269
1548_AT1,24.73152049,19.0602693,6.504358907
1549_AT1,15.05380471,9.401346312,18.53526314
1551_AT1,24.35786608,12.49195019,27.43830171
155184_AT1,20.0644009,4.632978898,24.62170865
1553_AT1,33.74862683,14.85424025,17.06357906
1555_AT1,26.66309215,11.18748696,7.37238676
1557_AT1,13.61578806,8.585170276,14.61548064
1558_AT1,13.45679432,14.66668835,12.77795111
1559_AT1,11.19373849,13.60651417,20.50701979
1562_AT1,5.947129799,23.08947145,14.70002827
1565_AT1,14.21240924,17.24296964,7.566662798
1571_AT1,10.54502196,15.84925681,18.35977384
1572_AT1,9.042935466,12.12242424,17.76535156
1573_AT1,15.82684577,12.08274609,8.85672825
157506_AT1,45.92262863,10.11248122,13.93774154
1576_AT1,12.06854655,18.87865367,25.52265041
1577_AT1,12.47991001,8.039118954,9.296435865
1579_AT1,8.338984755,32.48630042,14.13407715
158_AT1,29.14520278,48.14940797,6.909291321
1580_AT1,4.430010937,34.17010083,9.350881072
1581_AT1,17.67811998,6.566728103,20.88195061
1582_AT1,17.91500518,18.96272499,23.63222757
1583_AT1,35.60339958,5.019989182,1.549194442
1584_AT1,5.702668653,11.0967358,3.586221682
1585_AT1,23.25853115,3.665719192,6.194764655
158584_AT1,23.0576779,18.195602,46.8795099
1586_AT1,13.25595774,9.933273601,14.86751067
1588_AT1,23.42365622,7.909727511,20.17700361
1589_AT1,29.07761185,11.04701793,26.04025457
1591_AT1,22.56857428,14.14454991,8.525889114
1593_AT1,3.586037522,33.26841289,2.514301195
1594_AT1,10.00351407,10.80182859,6.070455394
1595_AT1,15.54639661,2.244887768,13.74675178
159963_AT1,17.7716757,9.420118423,12.97176066
160287_AT1,14.09163959,18.99088169,10.47525927
1603_AT1,23.72967988,84.91891029,308.7491253
160428_AT1,2.425253569,8.10454194,30.81664164
1606_AT1,29.28713307,17.6994034,19.05625082
1607_AT1,21.38881241,15.68723502,18.59405765
160728_AT1,8.568277243,10.11193431,7.432831636
1608_AT1,16.26637032,16.33567833,23.05776344
160851_AT1,41.71107256,14.54313968,27.56791955
1609_AT1,18.86114579,20.28273782,23.79299835
1610_AT1,20.8981617,11.31707126,5.295961557
1621_AT1,19.95081158,18.10536178,7.305034499
1622_AT1,5.425912689,116.9723918,21.60360853
162417_AT1,12.72024882,13.5729084,12.9807728
162466_AT1,8.575911528,20.39531022,53.6666558
1629_AT1,1.451339707,3.624894019,0.659099427
1632_AT1,31.36674703,34.60113502,33.91562299
1633_AT1,84.54988456,8.059787102,7.187201285
163404_AT1,12.91182116,17.80931146,13.35357798
1635_AT1,4.809592206,14.47388972,59.24107184
1636_AT1,22.16429859,11.62146525,9.089159808
1638_AT1,15.94271572,9.620651501,4.09090007
1644_AT1,25.57675529,11.8330411,17.68076933
1645_AT1,3.139169847,3.223892295,0.240745827
1646_AT1,10.25878493,1.21237047,0.419822748
1650_AT1,0.16288153,183.6692871,0
166012_AT1,11.47002856,18.72618229,13.14083656
1666_AT1,0.093622171,1.775496783,0
166785_AT1,20.7811713,3.52176878,20.97266379
166929_AT1,4.739467038,9.28957316,10.62456709
168391_AT1,18.29072451,7.506804013,15.64865632
169355_AT1,23.02946506,15.13145454,8.742580641
170384_AT1,0.999501994,20.19546862,2.025679129
170712_AT1,7.753401376,4.722624624,6.924880686
171425_AT1,26.78670726,11.35999665,20.89362739
1716_AT1,10.38609451,1.525963186,10.72454781
1717_AT1,23.82596127,13.88160025,7.393275482
1718_AT1,2.629502093,2.921388163,1.881641377
1719_AT1,5.23744483,39.28145357,31.86936305
1723_AT1,10.21114664,27.73667459,13.83287944
1727_AT1,57.95331219,55.00708543,25.03505182
1728_AT1,26.51200878,2.329006004,11.89266299
1733_AT1,16.43905089,24.9692645,7.540402627
1734_AT1,7.972827985,7.93576064,11.30311279
1735_AT1,12.53150897,11.52429022,28.81890301
1737_AT1,41.66690964,51.1812872,7.201197773
1738_AT1,15.83561633,9.327059236,0.997753159
1743_AT1,1.78475128,1.498128626,1.365897634
175_AT1,11.91372161,33.98523681,18.38692281
1757_AT1,10.86896766,17.32186392,13.26694059
178_AT1,15.53147449,38.48110197,72.49896611
1786_AT1,4.352727477,3.103300968,22.70040045
1787_AT1,15.95339639,22.23080264,14.98184484
1788_AT1,5.643659961,3.279983705,13.11164954
1789_AT1,4.000298313,7.750071536,15.72442064
1798_AT1,19.81075072,5.274834316,10.52797376
18_AT1,42.60021416,26.29585061,20.19075498
1800_AT1,27.06889938,22.94593483,17.98421821
1806_AT1,0,13.76336708,42.70695521
1807_AT1,14.16729281,9.187796535,6.669571239
1808_AT1,0.82456496,44.55336222,12.15761738
1809_AT1,27.22011661,11.69049733,22.12103525
1811_AT1,21.06224391,14.02374231,6.251362457
1836_AT1,1.508897045,10.52946088,3.49709842
1841_AT1,6.58558371,2.089116347,4.570420565
1854_AT1,18.76469097,6.673080277,33.04442212
189_AT1,16.63668765,7.755451284,20.64596641
1890_AT1,0.062833395,4.623964579,0
1891_AT1,0.053375644,59.57624784,53.11632882
1892_AT1,0.817068039,298.2137218,211.7427241
19_AT1,0,2.865708573,34.86331974
191_AT1,1.403482648,46.33194307,2.024126385
192134_AT1,12.87822063,17.10817219,14.1218507
192286_AT1,48.14300176,87.1883597,0
195814_AT1,25.23915048,19.04804903,20.9156355
196051_AT1,16.65772033,21.68853683,21.17549843
1962_AT1,2.208221791,51.86231173,0.75387446
196883_AT1,6.156385989,14.79174737,9.672900283
197257_AT1,34.12018681,20.22926476,7.816325193
199974_AT1,10.54341937,19.82651692,19.49971075
200010_AT1,18.23379885,8.676520277,23.37612639
200576_AT1,6.092053108,30.13970933,5.200952301
200931_AT1,10.71171521,5.476923737,12.11122086
201164_AT1,7.61782226,8.874559073,14.23787295
201562_AT1,1.90792881,1.11517922,41.65050353
201595_AT1,0.559000423,1.657926426,0.12717653
2023_AT1,31.54377642,169.0987361,116.1115494
2026_AT1,2.627032851,13.25535326,23.61385559
2027_AT1,7.715244825,12.44333008,19.79999747
203_AT1,10.59518698,12.65872971,0.822003707
2030_AT1,13.89785405,17.46040299,57.8372606
204_AT1,6.657207158,55.29633684,69.82241138
204219_AT1,9.524583297,5.931517242,21.25942671
205_AT1,13.454312,33.21438545,19.6385415
2053_AT1,20.40028097,37.06804683,15.08923083
206358_AT1,31.57108413,5.241747768,22.01470994
2098_AT1,0,30.71775688,0
21_AT1,3.866689727,8.202162684,17.75618633
210_AT1,5.927135901,35.16832832,55.97232078
2108_AT1,6.319825874,31.18222246,2.2572393
2109_AT1,20.17155248,0.730702993,56.01722942
211_AT1,2.252744054,30.56163861,24.98017722
2110_AT1,32.00635878,31.28466205,75.24048878
212_AT1,53.77048755,23.33859661,19.33984375
2131_AT1,12.92387062,4.771516141,13.84130977
2132_AT1,11.34887448,12.70439579,2.148598265
2134_AT1,23.78980033,15.36236048,10.43915029
2135_AT1,4.261547541,16.81443223,1.569555012
2137_AT1,30.24639642,14.26693897,14.38688016
215_AT1,6.347358348,24.76604459,11.0560222
216_AT1,98.20350941,130.1854276,461.773196
2167_AT1,71.9924231,403.2215233,731.0288014
2168_AT1,20.02308391,8.605878027,18.98922596
2169_AT1,17.33672383,13.73584814,12.2968814
217_AT1,0.11077627,57.71651666,0.27657982
2170_AT1,1.44671834,19.10450356,55.43389885
2171_AT1,0.478803947,101.1315232,8.334218371
2172_AT1,12.93346785,20.22945631,6.891592642
2173_AT1,22.79277887,14.71081161,23.00285746
218_AT1,14.29051063,20.18736192,12.66964332
2180_AT1,415.1706628,213.2544091,635.0113117
2181_AT1,17.95387324,37.80689063,1.964884587
2182_AT1,5.667535698,5.857244597,0.42626259
2184_AT1,7.119436991,22.22605909,25.67353595
219_AT1,3.552032469,30.93961544,42.18916766
2194_AT1,0.31590311,16.2737421,0
220_AT1,46.42500608,4.850416542,18.3793754
2203_AT1,2.90676852,11.96450407,5.098422418
221_AT1,22.35077666,2.117433726,21.88948082
221223_AT1,19.25771556,17.3199709,32.04742102
221823_AT1,19.46967438,16.97005356,6.740078281
221955_AT1,11.39185383,4.386432409,12.7609171
222_AT1,15.75962553,17.95410683,18.75740087
2222_AT1,5.761471512,18.91330077,2.554134486
2224_AT1,21.53919575,3.514323931,74.46324709
222537_AT1,21.26095862,8.35655063,8.736188824
222962_AT1,9.990349382,8.404896105,3.559505355
223_AT1,0.011963773,30.49450385,8.655400103
2235_AT1,13.27204864,1.993667412,12.01454301
224_AT1,0.222382837,2.063529007,0
225_AT1,14.17990234,15.03150757,51.81723992
226_AT1,7.771979313,0.744470367,4.058546098
2271_AT1,0.406277929,5.664927408,0
22856_AT1,16.83787734,43.36656302,0.753303426
22876_AT1,2.283440403,8.405565566,11.05590438
229_AT1,22.05656742,21.59482349,59.9896594
22908_AT1,38.35458367,1.95814567,0
22928_AT1,40.10292043,43.1161562,17.10266263
22929_AT1,39.39628384,14.19343285,16.65013883
22934_AT1,25.34794938,19.42406921,3.099041562
22978_AT1,69.96648592,2.354378823,2.64730666
230_AT1,1.215439382,8.738736217,6.590903465
23007_AT1,13.46017274,8.110997642,14.61698343
23057_AT1,26.64156236,18.6221127,5.543424902
23067_AT1,23.75471543,10.02782043,11.7878353
231_AT1,28.44775365,0.483185986,0.7545114
23169_AT1,12.15553479,21.97671456,6.76949933
23175_AT1,16.55674232,34.09784748,65.58783486
23203_AT1,2.358496438,29.38419566,0.884356118
23205_AT1,9.838600556,5.335550387,11.15696786
23236_AT1,8.622569291,3.181840423,16.56971374
23250_AT1,23.42673539,6.636432867,3.876700612
23262_AT1,16.65575796,29.87816432,2.216540027
23305_AT1,15.81033316,11.31284062,15.72452096
23315_AT1,6.051937236,22.61562288,30.37327415
23371_AT1,63.34257803,51.43521872,5.306935146
23382_AT1,11.93182219,10.22455399,20.0363374
23396_AT1,16.72416386,10.16786969,12.62140912
23417_AT1,28.34133303,7.791887659,7.770798787
23428_AT1,1.556626023,23.3350139,14.86931491
23430_AT1,2.50160156,13.67674954,10.43153394
23439_AT1,10.35858827,10.98770969,14.49378847
23443_AT1,8.069792138,3.633624274,10.10496343
23464_AT1,25.15318276,5.569892678,13.20605488
23475_AT1,15.8318862,39.49611169,0.351154066
23478_AT1,0.125723215,31.35487026,3.30790199
2348_AT1,12.58398239,29.95538533,11.27410316
23483_AT1,55.58336522,38.75493395,70.29639883
23491_AT1,11.74792699,10.56600875,29.32534994
23498_AT1,3.604230899,4.46551778,23.20819309
2350_AT1,8.310761683,80.32438957,0.55858277
2352_AT1,8.859793161,1.445186127,4.357611216
23530_AT1,27.01263229,3.825092342,59.66656348
23533_AT1,29.58644548,27.8714826,17.9766341
23539_AT1,2.692729083,18.98330928,9.341064097
23545_AT1,8.318728802,5.303366996,11.43204206
23556_AT1,29.2328598,7.303142388,16.38047803
2356_AT1,2.021521318,4.757524212,3.191651329
23563_AT1,14.78057999,7.118830922,10.55995268
23600_AT1,5.179981245,13.91382326,23.27231554
23632_AT1,19.92103793,7.760317398,30.63201064
23646_AT1,0.58801216,25.57961665,10.14043621
23657_AT1,13.96247126,6.580158314,14.97898318
23743_AT1,29.13697986,30.97038193,76.53076316
23761_AT1,21.92722488,27.28189696,40.93312018
239_AT1,32.04301921,8.713118646,9.001870353
24_AT1,11.5022216,20.58225492,6.698288225
240_AT1,7.301469503,9.898619519,6.269341836
242_AT1,21.61893171,31.79749657,15.40772474
245972_AT1,16.04702129,14.83650217,7.847231429
245973_AT1,31.92900136,29.39133619,6.046031406
246_AT1,36.47762389,18.30685704,12.04692604
246213_AT1,11.98213061,10.96097961,30.22606558
247_AT1,11.64054911,12.02567221,14.71977399
248_AT1,24.4903596,13.75642318,32.80068953
249_AT1,10.29440404,23.804042,28.56408023
2495_AT1,0,7.055818007,33.51997338
250_AT1,24.13865521,16.44465434,8.974302241
2512_AT1,673.8872094,352.8282255,607.2367534
2517_AT1,0,145.9080583,17.39685936
2519_AT1,97.20399254,9.071823774,66.81678959
2523_AT1,13.52705775,17.87048761,15.53318258
2524_AT1,7.528633729,12.83214094,15.78455064
2525_AT1,7.167899698,26.34489828,8.467893473
2526_AT1,11.04449314,3.653481964,8.130506537
2527_AT1,19.52035914,17.56647985,6.853172641
2528_AT1,8.107563232,34.88348807,10.38782237
2529_AT1,14.65066582,8.482719468,5.643343094
2530_AT1,44.85476235,28.52410326,12.34569499
253017_AT1,9.92209207,28.43011365,7.187648171
2531_AT1,3.743351908,9.635001351,24.36535741
253430_AT1,16.9352185,2.392181904,20.42670201
253558_AT1,12.3461657,15.79559255,19.91477923
253782_AT1,1.134572722,35.53512647,71.76334013
2539_AT1,11.47987941,7.635121909,15.71040199
2542_AT1,4.434272599,2.631584765,13.82649633
2548_AT1,6.633634446,12.94953782,1.476395998
256435_AT1,26.48918305,5.905202029,13.70082118
257068_AT1,28.65770791,16.37224649,19.47778501
2571_AT1,6.536925304,6.95683194,7.522203952
2572_AT1,16.92914312,13.19660797,9.149060223
257202_AT1,18.84039398,14.97011908,9.465286228
25769_AT1,11.91723739,16.89112404,15.29698365
25796_AT1,20.77234319,3.424427076,10.40024356
2581_AT1,53.86343724,2.034771291,41.88707165
2582_AT1,16.94191856,19.33857797,23.17080343
2583_AT1,11.3403772,19.24118745,19.00267456
25830_AT1,18.86182175,18.3843266,4.861320488
25834_AT1,10.03882859,9.28964499,9.772667346
2584_AT1,24.77099708,13.66482282,22.75563064
2585_AT1,49.14855243,42.78186743,0.858150252
25874_AT1,4.67622013,0.729517171,0
2588_AT1,37.17615309,29.45312601,19.74229316
2589_AT1,7.558311665,37.07397425,0.110480436
2590_AT1,5.80320816,3.206121384,14.04687243
25902_AT1,7.276275444,15.24545869,11.03656956
2591_AT1,14.24797258,1.339571035,10.01726253
2592_AT1,78.38585673,27.08334017,4.639214646
259230_AT1,84.42231683,28.32207526,50.91128474
2593_AT1,5.374433707,30.60615172,14.22389471
259307_AT1,9.975109043,12.30292883,9.139076067
2595_AT1,6.067564044,2.563112286,4.341152347
2597_AT1,299.7217343,165.7205026,356.8875718
26_AT1,8.570213967,3.088533442,9.755437717
26002_AT1,14.43652844,18.73977056,22.24492193
26007_AT1,18.47525051,5.629704402,7.372791005
26027_AT1,15.38282668,16.1241325,8.748165216
260293_AT1,25.31437963,10.97504462,22.09361773
26035_AT1,63.18348288,69.43142418,15.09961139
26061_AT1,9.560905825,36.4469702,44.28704555
26063_AT1,15.94928686,11.30298272,12.72740855
